five_tup,flow_pktlen
"['10.208.8.65', '61.147.228.139', 65188, 443, 6]","[152, 59, 115, 113, 116, -20, -20, -20, -20, -20, -59, -801, -802, -1480, -1025, -1480, -1480, -1480, -1480, -931, -7320, 20, 55, -1480, -1480, -1480, 20, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -7320, 20, -7320, 20, -4400, 20, -1480, -1480, -7320, 20, -1480, -1480, -1480, 20, -7320, 20, -1480, -1480, -1480, -10240, 20, -1480, -1480, -1480, -1480, -1480, 20, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, 20, -1480, -1480, -1480, -2940, 20, -1480, -1480, -1480, -4400, 20, -1480, -1480, -1480, -4400, 20, -1480, -1480, -10240, 20, -7320, -498, 20, -5860, 20, -4400, 20, -20460, 20, -11700, 20, 177, -21920, 20, -11700, 20, -11700, 20, -11700, 20, -20460, 20, -2940, 20, -20, -5860, 20, -11700, 20, -23380, 20, -5860, 20, -1480, -1480, -5860, 20, -1480, -1480, -1480, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, 20, 114, -20, -665, -1480, -1223, -1480, -1480, -1203, 20, -1480, -1480, -1480, 20, -1480, -1480, -926, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, -1081, -4400, -245, 20, 184, 157, 165, -20, -785, -1480, -622, -2940, -1203, -7320, -926, -4400, 20, -2940, 20, -8780, -252, 20, -20460, 20, -2940, 20, -17540, -133, 20, -1371, -53, -51, 20, 157, 151, -20, -781, -1480, -702, 20, -1480, -646, 20, -1480, -1471, -51, 20, 180, 118, 120, 254, -20, -803, -801, -1480, -1389, -1480, 20, -1480, -1203, -1480, -904, -7320, -926, -7320, 20, -13160, -95, 20, -21920, -752, 20, -8780, -1059, -1480, -1101, -2940, -1203, -1480, 20, -5860, -926, 20, -5860, -1251, -11700, -680, 20, 119, 178, 180, 179, 118, -20, -803, -802, -2940, -35, -5860, -104, -7320, 20, -926, -16080, -403, 20, -20460, -1238, 20, -11700, -1295, -8780, 20, -4400, -772, -1480, 20, -646, 20, -1480, -224, -53, -51, 20, 109, -664, -1480, -925, -2940, -1203, -7320, -926, -1480, 20, -4400, 20, -2940, -1379, 20, -16080, -576, 20, 109, -1357, -53, -51, 20, 1480, 92, -20, -1480, -455, -703, -51, 20, 111, 106, -664, -1480, -1402, -2940, -1203, -7320, -926, -4400, 20, -4400, -902, 20, -663, -1480, -110, -2940, -1203, -7320, 20, -926, -4400, -455, 20, 267, -20, 154, 156, 160, 142, 150, 154, 113, 119, 159, 116, 146, 180, 168, 121, 119, 179, 113, 112, 138, 179, -20, 120, -1580, -413, -1582, -324, -1120, -320, -82, 20, -1251, -801, -376, -51, -20, -793, -2940, -72, -2940, -1203, -4400, 20, 179, -2940, -926, -16080, -403, 20, -17540, -713, 20, 116, 179, 131, -20, -803, -802, -1108, -1480, -764, -1480, -1480, -1203, -1480, -1480, -1480, -1480, -1480, -926, 20, -1480, -1480, -1480, -1480, -338, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -711, 20, -801, -1480, -790, 20, -2940, -1203, -2940, -1203, 20, -2940, 20, 124, 132, 120, -8780, -649, -11700, 20, -21920, 20, 120, 118, 178, 179, 122, -2940, -1431, -16080, -897, 20, -13160, -1362, 20, -1480, -521, -1480, -615, -1480, -925, -4400, -525, -7320, 20, 124, 122, -1480, -1185, -7320, -957, -10240, 20, -21920, 20, -14620, 20, -4400, -488, -16080, 20, -7320, 20, 20, -23380, 20, 115, 136, -20460, 20, -20460, 20, -21920, 20, -19000, 20, -23380, 20, -21920, 20, -21920, 20, -5860, 20, -21920, 20, -17540, 20, -21920, 20, -21920, 20, -21920, 20, -21920, 20, -4400, 20, -21920, 20, 108, -21920, 20, -21920, 20, -21920, 20, -4400, 20, 20, -21920, 20, 104, -21920, 20, -21920, 20, -21920, 20, -4400, 20, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, 20, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, 20, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -345, 20, -664, -1480, -1026, -2940, -1203, -1480, -646, 20, -664, -1480, -602, -2940, -1203, -2940, -1203, -7320, -926, -1480, 20, -10240, -711, 20, 125, -801, -659, -51, 20, -1480, -262, -84, 20, 107, -733, -982, -51, 20, 118, -802, -1480, -1453, -2940, -1203, -7320, -926, -2940, -1203, 20, -4400, -1128, -10240, -755, -4400, 20, -8780, -1306, 20, 123, 290, 331, 103, -802, -1142, -2940, -1203, -2940, -1203, -1480, -646, 20, -20, -664, -1480, -246, -2940, -1203, -2940, -1203, -5860, 20, -338, -51, -2940, -208, -84, 20, 119, -801, -1103, -2940, -1203, -7320, -926, 20, -10240, -1201, -8780, -436, 20, 130, -802, -1480, -84, -2940, -1203, -2940, -1203, -5860, 20, -1480, -926, -1480, 20, -4400, -1037, -14620, -1195, 20, 279, 232, 279, -1480, -83, -53, -51, 20, -1480, -82, -53, -51, 20, 108, 112, -1480, -83, -53, -51, 20, -1371, -84, 20, -731, -1264, -51, 20, 103, -1480, -441, -2940, -1150, -2940, -1203, -1480, -646, 20, 180, 179, 315, 111, -20, -800, -801, -1480, -577, -1480, -1174, -2940, -1203, -2940, -1234, -51, 20, 109, -1480, -82, -53, -51, 20, 253, -731, -617, -51, 20, -1357, -53, -51, 20, 104, -20, -1480, -427, -722, -51, 20, -1480, -223, -53, -51, 20, 279, -1480, -83, -53, -51, 20, 279, -1480, -83, -53, -51, 20, 331, -1480, -82, -53, -51, 20, 103, -664, -1480, -190, -2940, -1203, -7320, -926, -1480, -646, 20, 267, 314, -20, -1480, -82, -53, -51, 20, -1480, -261, -53, -51, 20, 121, -801, -1480, -676, -2940, -1203, -2940, -1203, -5860, -338, -51, 20]"
"['10.208.8.65', '10.80.128.28', 49202, 53, 6]","[32, -28, 20, 22, 49, -20, -20, -126, 20, -20, 20]"
"['10.208.8.65', '10.80.128.28', 49203, 53, 6]","[32, -28, 20, 22, 49, -20, -20, -110, 20, -20, 20]"
"['10.208.8.65', '10.80.128.28', 49204, 53, 6]","[32, -28, 22, 49, -20, -20, -96, 20, -20, 20]"
"['10.208.8.65', '10.80.128.28', 49205, 53, 6]","[32, -28, 20, 22, 52, -20, -20, -240, 20, -20, 20]"
"['10.208.8.65', '204.79.197.203', 49208, 443, 6]","[32, -32, 20, 607, -20, -4400, -1350, 20, 178, -20, -362, -89, 20]"
"['10.208.8.65', '23.62.46.18', 49209, 443, 6]","[32, -32, 20, 621, -20, -284, 100, -20, -291, 20, 118, 592, -20, -20, -81, -51, -83, -1480, -53, -51, 32, 20, 20, 51, 281, -20, -20, -1480, -83, -53, -51, 20]"
"['2001:da8:1002:a000::6:a3cf', '2a02:26f0:9100:3::6010:7a1f', 49243, 443, 6]","[32, -32, 20, 555, -20, -166, 71, 125, 511, -20, -20, -20, -88, -58, 20, -362, -1460, -372, 20, 58, -58, 20, 116, 126, 127, 127, 123, 63, -20, -20, -357, -1214, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -8660, 20, -2900, 20, -20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, 126, -1460, -572, 20, -362, -1460, -1038, 20, -58, 20, 123, -360, -1460, -666, 20, -58, 20]"
"['10.208.8.65', '20.205.115.81', 49250, 443, 6]","[32, -32, 20, 537, -5860, -452, 20, 113, -71, -89, 20]"
"['2001:da8:1002:a000::6:a3cf', '2620:1ec:c11::200', 49251, 443, 6]","[32, -32, 20, 606, -20, -170, 71, -20, -89, 20, 125, 58, 1420, 1420, 1420, 991, 1420, 1420, 1420, 993, -20, -58, -20, -20, -20, -20, -20, -20, -528, -58, 20, -4340, -1458, 20, 1420, 1420, 265, -20, -20, -5780, -34, 20]"
"['10.208.8.65', '61.147.228.139', 65185, 443, 6]","[1480, 1480, 1480, 1480, 1480, 259, -20, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 511, -20, -20, -20, -20, -20, -20, -1480, -419, -766, -570, 20, 55, -20, -2940, -715, -51, 20, -1480, -633, -1305, -1075, 20, 1480, 1480, 1480, 1480, 1480, 524, -20, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 547, 1480, 1480, 1480, 1480, 1480, 588, -20, -20, -20, -20, -20, -20, -20, -1480, -671, -1238, -2940, -1203, 20, -7320, 20, -4400, 20, -2940, -1349, 20, -1480, -644, -208, -51, 20, 1480, 1480, 1480, 1480, 1480, 536, 1480, 1480, 1480, 1480, 1480, 547, 1480, 1480, 1480, 1480, 1480, 489, -20, -20, -20, -20, -20, -20, -20, -20, -20, -1480, -646, -547, -51, -20, 20, -20, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 572, -20, -20, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 510, -20, -20, -20, -20, -20, -20, -1480, -645, -239, 20, -1480, -639, -434, -51, 20, 1480, 1480, 1480, 1480, 1480, 536, 1480, 1480, 1480, 1480, 1480, 547, -20, -20, -20, -20, -20, -1480, -648, -145, -51, 20, 1480, 1480, 1480, 1480, 1480, 588, -20, -20, -20, -1480, -383, -561, -51, 20, -1480, -643, -208, -51, 20, 1480, 1480, 1480, 1480, 1480, 547, -20, -20, -20, -1480, -645, -561, -51, 20, -1480, -385, -643, -51, 20, -1480, -630, -1306, -663, 20, -1480, -643, -239, 20, 1480, 1480, 1480, 1480, 1480, 571, -20, -20, -20, -1480, -650, -145, -51, 20, 1480, 1480, 1480, 1480, 1480, 524, -20, -20, -20, -1480, -674, -1237, -2940, -1203, 20, -7320, 20, -7320, 20, -1246, 20]"
"['10.208.8.65', '23.62.46.12', 65414, 443, 6]","[115, 59, -59, -679, -490, -51, 20, 55, -20, 1480, 301, -32, -20, -1480, -639, -148, -51, 20, 1480, 177, -32, -20, -1480, -642, 20, -148, -51, 20]"
"['10.208.8.65', '20.205.115.81', 65180, 443, 6]","[1460, 1460, 1460, 1460, 1012, 66, -20, -20, -32, -20, -66, -153, 20, 62, -20]"
"['10.208.8.65', '13.32.121.21', 64891, 443, 6]","[620, 59, -32, -20, -59, -361, 20]"
"['10.208.8.65', '10.80.128.28', 49252, 53, 6]","[32, -28, 20, 22, 58, -20, -20, -157, 20, -20, 20]"
"['10.208.8.65', '10.80.128.28', 49253, 53, 6]","[32, -28, 20, 22, 58, -20, -20, -141, 20, -20, 20]"
"['10.208.8.65', '104.107.105.173', 49255, 443, 6]","[32, -32, 20, 537, -20, -2940, -979, 20, 146, 125, 449, -32, -20, -20, -278, -88, -58, -398, -1480, -1063, -1480, -622, -58, 20, 58, -20, 88, -20, -397, -5860, 20, 62, -2940, 20, -2940, 20, -2940, 20, -2940, 20, -2940, 20, -2940, 20, -2940, 20, -2940, 20, -2940, 20, -2940, 20, -2940, 20, -1480, -1480, 20, -1480, -1480, 20, -2940, 20, -2940, 20, -2940, 20, -2940, 20, -2940, 20, -1480, -1480, 20, -2940, 20, -2940, 20, -2940, 20, -2940, 20, -324, 20, 166, -20, -368, -101, -58, 20]"
"['10.208.8.65', '10.80.128.28', 49256, 53, 6]","[32, -28, 20, 22, 61, -20, -20, -159, 20, -20, 20]"
"['10.208.8.65', '35.169.149.236', 49259, 443, 6]","[32, -32, 20, 537, -20, -133, -4400, -597, 20, -358, -29, 20, 146, 125, 447, -20, -260, 20, 58, -20, -58, -281, 20, -20, 513, 499, -32, -20, -229, -273, -58, 20, 496, -229, 20, -275, -58, 20, 497, -229, -1472, 20, -68, -58, 20, -229, -1473, -68, -58, 20]"
"['10.208.8.65', '52.178.17.2', 49263, 443, 6]","[32, -32, 20, 537, -5860, -474, 20, 178, -71, 20]"
"['10.208.8.65', '10.80.128.28', 49264, 53, 6]","[32, -28, 20, 22, 63, -20, -20, -300, 20, -20, 20]"
"['10.208.8.65', '10.80.128.28', 49265, 53, 6]","[32, -28, 20, 22, 63, -20, -20, -180, 20, -20, 20]"
"['10.208.8.65', '10.80.128.28', 49266, 53, 6]","[32, -28, 20, 22, 63, -20, -20, -180, 20, -20, 20]"
"['10.208.8.65', '20.190.163.18', 49267, 443, 6]","[32, -32, 20, 537, -2940, -1323, 20, 178, -71, 772, -20, -1480, -880, 20, 689, -20, -2940, -64, 20, 754, 747, -20, -4400, -781, 20, 754, 1010, -20, -4400, -1369, 20]"
"['2001:da8:1002:a000::6:a3cf', '2400:89c0:1053:3::51', 65337, 443, 6]","[21, -32]"
"['10.208.8.65', '104.107.105.173', 49268, 443, 6]","[32, -32, 20, 537, -20, -2940, -979, 20, 146, -20, -278, 20]"
"['10.208.8.65', '10.80.128.28', 49272, 53, 6]","[32, -28, 20, 22, 53, -20, -20, -113, 20, -20, 20]"
"['10.208.8.65', '10.80.128.28', 49279, 53, 6]","[32, -24, 20, 22, 55, -20, -20, -110, 20, -20, 20]"
"['10.208.8.65', '20.24.125.47', 49287, 443, 6]","[32, -32, 20, 537, -5860, -386, 20, 178, 125, 1460, 66, -32, -20, -32, -20, -71, -89, 20, 58, -605, -58, 20, -20]"
"['10.208.8.65', '146.75.113.44', 49288, 443, 6]","[32, -32, 20, 537, -20, -2892, -1361, 20, 84, 118, 448, -20, -20, -79, -20, -230, -1456, 32, 20, 51, -20]"
"['10.208.8.65', '52.130.75.155', 49295, 443, 6]","[32, -32, 20, 537, -20, -4400, -346, 20, 146, 125, 1460, 1460, 275, -20, -20, -20, -278, -98, 20, 58, -20, -20, -2940, -108, 20, 1460, 1331, -20, -542, 20]"
"['10.208.8.65', '66.225.223.95', 49299, 443, 6]","[32, -32, 20, 537, -340, -2940, 32, 20, 146, -262, 1480, 1480, 1030, -20, -332, 20, -51, -20, 20]"
"['10.208.8.65', '10.80.128.28', 49304, 53, 6]","[32, -28, 20, 22, 54, -20, -20, -56, 20, -20, -20, 20]"
"['10.208.8.65', '10.80.128.28', 49305, 53, 6]","[32, -28, 20, 22, 54, -20, -20, -56, 20, -20, -20, 20]"
"['2001:da8:1002:a000::6:a3cf', '2406:da18:929:5a03:7e1e:17d7:2e7:2582', 49312, 443, 6]","[32, -32, 20, 537, -20, -133, -4340, -424, -358, -29, 20, 146, 125, 1460, 1460, 174, -20, -260, 20, -58, -20, 58, -466, -58, 20, -20]"
"['10.208.8.65', '104.99.48.27', 49316, 443, 6]","[32, -32, 20, 537, -20, -2940, -1094, 20, 100, 118, 1480, 1480, 163, -20, -20, -20, -32, -20, -562, 20, -81, -51, 20, 51, -621, -102, 20, -61, -51, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2606:4700:1::6813:864e', 49317, 443, 6]","[32, -32, 20, 537, -20, -1380, -788, 20, 84, 118, 1380, 1380, 410, -20, -557, 51, -20, -20, -20, -590, -51, 20]"
"['10.208.8.65', '172.241.51.69', 49318, 443, 6]","[32, -32, 20, 537, -1480, -1480, -1196, 20, -364, 20, 27, 20, -20, -20, -20, 20]"
"['10.208.8.65', '35.71.178.8', 49319, 443, 6]","[32, -32, 20, 537, -20, -133, -4400, -582, -358, -29, 20, 146, 125, 1480, 1480, 160, -29, 32, -20, -140, -71, -98, 20, 58, -20, -2940, -35, 20, -35, 32, -20, 1480, 1221, -20, -179, -58, 20, -58, 32]"
"['10.208.8.65', '35.82.143.10', 49320, 443, 6]","[32, -32, 20, 537, -20, -133, -2940, 20, -1480, -591, 20, -358, -29, 20, 146, 125, 1480, 1480, 211, -140, -71, -98, 20, -32, -20, 58, -425, -58, 20, -20]"
"['10.208.8.65', '35.208.249.213', 64873, 443, 17]","[1258, 1258, 1258, 1258, 1258]"
"['10.208.8.65', '35.208.249.213', 49321, 443, 6]","[32, -32, 20, 537, -20, -20, -656, -1432, -1275, 32, 20, 84, 118, 1432, 1432, 276, -574, 20, 51, -20, -51, -20, -153, 20, 59, -20]"
"['10.208.8.65', '35.213.89.133', 50324, 443, 17]","[1258, 1258, 1258, 1258, 1258]"
"['10.208.8.65', '35.213.89.133', 49322, 443, 6]","[32, -32, 20, 537, -20, -4256, -463, 20, 84, 118, 1432, 1432, 275, -32, -32, -20, -606, -51, 51, -153, 59, -20, -20]"
"['10.208.8.65', '103.43.90.117', 49323, 443, 6]","[32, -24, 20, 537, -20, -1480, -1297, 20, 113, 1480, 1480, 1480, 1480, 1286, -20, -20, -20, -20, -20, -20, -294, -2940, -1362, 20, 1480, 1480, 1480, 1480, 1399, -20, -20, -20, -1480, -612, 20, 1480, 1480, 1480, 1480, 1399, -20, -20, -607, -1480, 20, 20]"
"['10.208.8.65', '20.127.253.7', 49324, 443, 6]","[32, -32, 20, 537, -20, -2940, -1196, 20, -1480, -1383, 20, 100, 118, 1460, 1460, 182, -20, -20, -20, -307, -378, 20, 51, -5860, 20, -669, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:978:a07:2:3::3c8', 65356, 443, 6]","[21, -32]"
"['10.208.8.65', '204.79.197.203', 49152, 443, 6]","[125, -20, -187, 20]"
"['10.208.8.65', '204.79.197.203', 49153, 443, 6]","[1460, 1460, 366, 1060, -20, -20, -197, -1480, -800, -1480, -1480, -1480, -208, -1480, 32, 20, 32, 32, 20, 62, -1480, -1139, 20, -20, -66, -58, 20, 514, 264, 263, 266, 265, 266, 266, -20, -20, -20, -170, 20, -921, 20, 281, 281, 288, -20, -20, -171, 20, -321, 20]"
"['10.208.8.65', '172.241.51.69', 49325, 443, 6]","[32, -32, 20, 537, -20, -20, -2940, -1196, 20, -364, 20, 27, 20, -20, -20, 20]"
"['10.208.8.65', '35.208.249.213', 49326, 443, 6]","[32, -32, 20, 537, -20, -1432, -656, -1275, 20, 84, -574, 20]"
"['10.208.8.65', '13.107.6.158', 65173, 443, 6]","[261, -20, -4400, -1480, -1480, -1480, -1480, -7320, 32, 20, 32, 20, 20, 62, -1480, -1480, -1480, -17540, 32, 20, 20, -1480, -1480, -1480, -1480, -16080, 32, 20, 32, 20, 20, -4400, -984, -177, -58, 32, 20, 20, -20, 934, 906, 876, 270, 271, 270, 270, 270, -20, -32, -20, -11700, -1388, -1480, -7320, 32, 20, 20, -7320, 20, -8780, -196, -1480, -4400, -1480, -2940, -637, 32, 20, 32, 20, 20, -58, -2940, 20, -1480, -1480, -1480, -17540, 32, 20, 20, -575, -4400, -1480, -1480, -1480, -1480, -5860, -1480, -1480, -1480, 32, 20, 32, 20, 32, 20, -10240, -792, -58, -8780, 20, -4400, -1059, -172, -7320, -1480, -1480, 32, 20, -1480, -1480, -1480, -2940, -999, -1480, -58, -7320, 32, 20, 32, 20, 20, -4400, 20, -1480, -1480, -1480, -8780, -182, -58, 32, 20, 20, 890, 235, 270, -20, -14620, -1480, -1480, -2940, -59, -58, 32, 20, 20, -5860, -1480, -2940, -11700, 32, 20, 20, -4400, -1480, -1480, -1480, -1480, -11700, 32, 20, 32, 20, 20, -8780, -1480, -1480, -4400, -813, -1480, -58, 32, 20, 32, 20, -482, -58, 20, 771, 270, 951, -20, -4400, -1480, -1480, -4400, -1480, -1480, -7320, 32, 20, 32, 20, 20, -21920, 20, 62, -4400, -1480, -1480, -7320, -1480, -2940, -2940, -177, 32, 20, 32, 20, 20, -10240, -1480, -1480, -2940, -1456, -58, 32, 20, 20, -4400, 20, -4400, 20, -1480, -1348, -58, 20, -20, -14620, -1325, -58, 20, -20]"
"['10.208.8.65', '103.43.90.19', 49333, 443, 6]","[32, -24, 20, 537, -20, -1480, -1298, 20, 113, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 474, -20, -20, -20, -20, -20, -20, -294, -20, -20, -2940, -1051, 20, -1480, 20, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 433, -20, -20, -20, -20, -2940, -1480, -1051, 20, 20, 1480, 1480, 1480, 1480, 1470, -20, -20, -20, -4400, -1052, 20]"
"['10.208.8.65', '20.189.173.13', 64874, 443, 6]","[1203, 1460, 232, -20, -32, -471, 20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4f00:4002:400::df77:f80b', 49337, 443, 6]","[32, -32, 20, 635, -20, -290, 100, 1460, 1460, 1460, 1460, 1460, 509, -20, -307, -20, -20, -20, -20, -2900, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1165, 20, 1460, 1460, 1460, 1460, 1460, 509, -20, -20, -20, -2900, 20, -2900, -4340, 20, -1460, 20, -10100, 20, -4340, -2900, 20, -4340, -289, 20, 1460, 1460, 1460, 1460, 1460, 509, -20, -5780, 20, -5780, 20, -4340, -1165, 20, 1460, 1460, 1460, 1460, 1460, 509, -20, -7220, 20, -4340, 20, -2900, 20, -1460, -1164, 20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4f00:4002:400::df77:f80b', 49338, 443, 6]","[32, -32, 20, 635, -20, -290, 100, 1460, 1460, 1460, 1460, 1460, 509, -20, -307, -20, -20, -20, -2900, -1460, -1460, 20, -2900, 20, -5780, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -291, 20, 1460, 1460, 1460, 1460, 1460, 554, -20, -20, -20, -1460, -309, 20, 1460, 1460, 1460, 1460, 1460, 553, -20, -20, -20, -1460, -628, 20, 1460, 1460, 1460, 1460, 1460, 508, -20, -5780, 20, -2900, -2900, 20, -2900, 20, -1460, -1164, 20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4f00:4002:400::df77:f80b', 49339, 443, 6]","[32, -32, 20, 537, -20, -2900, 20, -1236, -1460, 20, -342, 100, 1460, 1460, 1460, 1460, 1460, 509, -20, -594, -20, -20, -20, -20, 20, -20, -1460, -4340, 20, -1460, -8660, -1164, 20, 1460, 1460, 1460, 1460, 1460, 509, -20, -20, -20, -20, -5780, 20, -2900, -148, 20, 1460, 1460, 1460, 1460, 1460, 508, -20, -20, -20, -2900, 20, -5780, 20, -2900, 20, -5780, 20, -2900, 20, -2900, 20, -2900, 20, -5780, 20, -1460, -290, 20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4f00:4002:400::df77:f80b', 49340, 443, 6]","[32, -32, 20, 537, -20, -2900, -1236, 20, -1460, 20, -342, 100, 1460, 1460, 1460, 1460, 1460, 508, -20, -594, 20, -20, -20, -20, -20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1460, 32, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1460, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1422, 20, 1460, 1460, 1460, 1460, 1460, 508, -20, -20, -20, -20, -20, -5780, 20, -2900, 20, -2900, 20, -5780, 20, -5780, 20, -2900, 20, -5780, 20, -2900, 20, -5780, 20, -2900, 20, -12980, 20, -8660, -1421, 20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4f00:4002:400::df77:f80b', 49341, 443, 6]","[32, -32, 20, 537, -20, -2900, -1236, 20, -1460, 20, -342, 100, 1460, 1460, 1460, 1460, 1460, 509, -20, -20, -307, -20, -307, -20, 20, -20, -20, -20, -2900, 20, -2900, 20, -2900, 20, -1460, 32, -1460, 20, -2900, 20, -1460, -1460, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1460, 20, -290, -1460, 32, 20, 1460, 1460, 1460, 1460, 1460, 509, -20, -20, -20, -20, -20, -5780, 20, -5780, 20, -4340, -1164, 20, 1460, 1460, 1460, 1460, 1460, 508, -20, -20, -20, -2900, 20, -5780, 20, -2900, 20, -2900, -1162, -1460, 32, 20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4f00:4002:400::df77:f80b', 49342, 443, 6]","[32, -32, 20, 537, -20, -2900, -1236, 20, -1460, 20, -342, 100, -20, -594, 20, 1460, 1460, 1460, 1460, 1460, 509, -20, -20, -20, -20, -5780, 20, -2900, 20, -2900, 20, -8660, 20, -5780, -1460, -1460, -2900, 32, 20, 20, -289, -1460, 32, 20]"
"['10.208.8.65', '10.80.128.28', 49343, 53, 6]","[32, -28, 20, 22, 67, -20, -20, -133, 20, -20, 20]"
"['10.208.8.65', '10.80.128.28', 49344, 53, 6]","[32, -28, 20, 22, 67, -20, -20, -293, 20, -20, 20]"
"['10.208.8.65', '10.80.128.28', 49345, 53, 6]","[32, -28, 20, 22, 67, -20, -20, -150, 20, -20, 20]"
"['2001:da8:1002:a000::6:a3cf', '2600:9000:21e1:b600:f:c7b3:ce40:93a1', 49346, 443, 6]","[32, -32, 20, 537, -20, -4900, 20, -1131, 84, 118, 440, -20, -20, -20, -166, -91, 20, 51, -1240, -1240, -1240, -1240, 20, -2460, 20, -2460, 20, -2460, 20, -2460, 20, -2460, 20, -2460, 20, -2460, 20, -2460, 20, -2460, 20, -2460, 20, -2460, 20, -2460, 20, -2460, 20, -1240, -490, 20, -20]"
"['10.208.8.65', '146.75.113.44', 49350, 443, 6]","[32, -32, 20, 537, -20, -2892, -1361, 20, 84, 118, 422, -20, -20, -20, -79, -20, 51, -94, -1456, 32, 20, -20]"
"['10.208.8.65', '185.184.8.90', 49351, 443, 6]","[32, -28, 20, 537, 537, -2940, -467, 20, 100, -594, 20, -594, 20, -594, 20]"
"['10.208.8.65', '10.80.128.28', 49353, 53, 6]","[32, -28, 20, 22, 54, -20, -20, -56, 20, -20, -20, 20]"
"['10.208.8.65', '10.80.128.28', 49354, 53, 6]","[32, -28, 20, 22, 54, -20, -20, -56, 20, -20, -20, 20]"
"['10.208.8.65', '104.115.82.9', 49355, 443, 6]","[32, -32, 20, 537, -20, -2940, -730, 20, 100, 721, -20, -20, -594, 20, -736, 20]"
"['10.208.8.65', '10.80.128.28', 49356, 53, 6]","[32, -28, 20, 22, 56, -20, -20, -159, 20, -20, 20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4f00:4002:400::df77:f81a', 49359, 80, 6]","[32, -32, 20, 350, -20, -39, -1460, 32, 20]"
"['2001:da8:1002:a000::6:a3cf', '2408:80f1:100:1010::33', 49181, 443, 6]","[1025, -20, -376, 62, 987, 985, 987, 987, 986, 986, -20, -732, 20, -20, -20, -1088, -376, 20, 603, 603, 603, -20, -376, 62, -376, -376, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:bf:c800:2911:3::3e2', 65408, 443, 6]","[21, -32]"
"['10.208.8.65', '221.130.199.240', 49180, 443, 6]","[1273, -476, 1271, -476, 1295, -476, 20]"
"['10.208.8.65', '10.80.128.28', 49360, 53, 6]","[32, -28, 20, 22, 57, -20, -20, -109, 20, -20, 20]"
"['10.208.8.65', '10.80.128.28', 49361, 53, 6]","[32, -28, 20, 22, 57, -20, -20, -93, 20, -20, 20]"
"['10.208.8.65', '10.80.128.28', 49362, 53, 6]","[32, -28, 20, 22, 57, -20, -20, -93, 20, -20, 20]"
"['2001:da8:1002:a000::6:a3cf', '2409:8728:32f2:10::1:66', 49183, 443, 6]","[590, 556, 538, 549, -20, -20, -1460, -1460, -1460, -1460, -1460, -1460, -1460, -1460, -1460, -1460, 20, -15860, 20, 62, -15860, 20, -1460, 20, -18740, 20, -1460, 20, -12980, -940, -4340, 20, -2900, 20, -21620, 20, -2900, 20, -2900, -265, 20, 471, 585, -20, -14420, 20, -15860, 20, -4340, -1427, 20]"
