five_tup,flow_pktlen
"['10.201.115.30', '49.68.199.180', 5681, 17543, 17]","[24, 24, 24]"
"['10.201.115.30', '180.111.92.187', 5681, 21361, 17]","[24, 361, 24, 24, 24, 24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24, 24]"
"['116.253.27.29', '10.201.115.30', 20001, 5681, 17]","[-603, -603, 16, 16, -643, 16, -643, 16, -643, 16, -643, 16, -643, 16, -643, -643, 16, 16, -643, -643, 16, 16, -643, -643, 16, 16, -603, 16, -603, 16, 17, -643, -643, 16, 16, -643, 16, -643, -643, 16, 16, -611, -611, 16, 16, -643, -643, 16, 16, -643, -643, 16, 16, -611, -611, 16, 16, -643, -643, 16, 16, 17, -611, -611, 16, 16, -643, -643, 16, 16, -643, -643, 16, 16, -643, -643, 16, 16, -643, -643, 16, 16, -635, -635, 16, 16, -643, -643, 16, 16, -611, -611, 16, 16, -643, -643, 16, 16, -643, -643, 16, 16, -643, -643, 16, 16, -635, -635, 16, 16, 17, -643, 16, -643, 16, -603, -603, 16, 16, -643, -643, 16, 16, -643, 16, -643, -643, 16, 16, -643, -643, 16, 16, -611, -611, 16, 16, -635, -635, 16, 16, -643, -643, 16, 16, -603, -603, 16, 16, -643, -643, 16, 16, -643, 16, -643, 16, -643, 16, -643, -643, 16, 16, -611, -611, 16, 16, -643, -643, 16, 16, -643, -643, 16, 16, 17, -603, -603, 16, 16, -603, -603, 16, 16, -635, -635, 16, 16, -643, 16, -643, -643, 16, 16, -643, -643, 16, 16, -611, -611, 16, 16, -635, -635, 16, 16, 331, -250, -643, -643, 16, 16, -603, -603, 16, 16, -603, -603, 16, 16, -643, -643, 16, 16, -635, -635, 16, 16, -635, -635, 16, 16, 17, -643, -643, 16, 16, -603, -603, 16, 16, -643, -643, 16, 16, -603, -603, 16, 16, -643, -643, 16, 16, -635, -635, 16, 16, -635, -635, 16, 16, -643, -643, 16, 16, -603, -603, 16, 16, 17, -643, -643, 16, 16, -643, -643, 16, 16, -603, -603, 16, 16, -643, -643, 16, 16, -643, -643, 16, 16, -643, -643, 16, 16, 17, -643, -643, 16, 16, -643, -643, 16, 16, -611, -611, 16, 16, -603, 16, -603, 16, -603, -603, 16, 16, 17, -611, -611, 16, 16, -603, -603, 16, 16, -603, -603, 16, 16, -611, -611, 16, 16, -603, -603, 16, 16, -643, -643, 16, 16, -603, -603, 16, 16, -603, -603, 16, 16, 17, -643, -643, 16, 16, -611, -611, 16, 16, -643, -643, 16, 16, -643, 16, -643, 16, -643, -643, 16, 16, -643, -643, 16, 16, 17, -643, 16, -643, 16, -643, -643, 16, 16, -643, -643, 16, 16, -643, -643, 16, 16, -643, -643, 16, 16, -643, -643, 16, 16, 17, -603, -603, 16, 16, -643, -643, 16, 16, -643, -643, 16, 16, -643, -643, 16, 16, -603, -603, 16, 16, -611, 16, -611, 16, -643, -643, 16, 16, -643, 16, -643, 16, -643, -643, 16, 16, -635, -635, 16, 16, 17, -611, -611, 16, 16]"
"['121.225.54.201', '10.201.115.30', 11597, 5681, 17]","[-24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24]"
"['10.201.115.30', '180.126.21.223', 5681, 2484, 17]","[24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '121.224.103.189', 5681, 6681, 17]","[24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24]"
"['10.201.115.30', '114.234.196.198', 5681, 13490, 17]","[24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, 24, -24]"
"['10.201.115.30', '121.238.60.111', 5681, 22362, 17]","[24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24]"
"['10.201.115.30', '116.253.27.34', 5681, 20002, 17]","[627, -17, 627, -17]"
"['121.237.62.12', '10.201.115.30', 4391, 5681, 17]","[-24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24]"
"['202.111.103.31', '10.201.115.30', 14869, 5681, 17]","[-24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24]"
"['10.201.115.30', '180.102.117.200', 5681, 11999, 17]","[24, -24]"
"['10.201.115.30', '49.89.217.14', 5681, 39053, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['117.81.97.103', '10.201.115.30', 14959, 5681, 17]","[-24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24]"
"['114.224.51.5', '10.201.115.30', 11409, 5681, 17]","[-24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24]"
"['10.201.115.30', '218.90.98.92', 5681, 27019, 17]","[24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, 24, -24]"
"['180.114.126.92', '10.201.115.30', 12672, 5681, 17]","[-24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24]"
"['49.82.67.249', '10.201.115.30', 15255, 5681, 17]","[-24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24]"
"['121.232.15.141', '10.201.115.30', 26429, 5681, 17]","[-24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24]"
"['49.82.180.144', '10.201.115.30', 10055, 5681, 17]","[-24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24]"
"['10.201.115.30', '122.227.251.95', 5681, 20001, 17]","[627, -18]"
"['10.201.115.30', '121.233.100.196', 5681, 1451, 17]","[24, -24]"
"['10.201.115.30', '114.219.67.163', 5681, 14083, 17]","[24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24]"
"['180.115.144.212', '10.201.115.30', 27745, 5681, 17]","[-24, 24, -24, 24, -24, 24, 24, -24]"
"['117.88.175.82', '10.201.115.30', 32562, 5681, 17]","[-24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24]"
"['10.201.115.30', '180.127.164.162', 5681, 12110, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['180.111.71.153', '10.201.115.30', 19955, 5681, 17]","[-24, 24, -24, 24, 24, 24, -24, 24, -24, 24, 246, -24, 24, -24, -24, 24, -24, 24, 24, -24]"
"['10.201.115.30', '180.109.46.221', 5681, 13923, 17]","[24, -24, 24, -24, 24, -24, 24, -24, 24, -24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24]"
"['10.201.115.30', '49.88.97.225', 5681, 19433, 17]","[24, -24, 24, -24]"
"['114.222.216.96', '10.201.115.30', 6815, 5681, 17]","[-24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, 24, -24]"
"['10.201.115.30', '180.106.207.77', 5681, 9860, 17]","[24, -24, 24, -24, 24, -24, 24, -24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24]"
"['10.201.115.30', '114.239.229.144', 5681, 17265, 17]","[24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24]"
"['114.226.55.25', '10.201.115.30', 35981, 5681, 17]","[-24, 24, 24, -24]"
"['10.201.115.30', '180.101.196.140', 5681, 20001, 17]","[627, -17, 627, -17]"
"['10.201.115.30', '119.97.171.49', 5681, 20002, 17]","[627, -17]"
"['10.201.115.30', '114.222.110.181', 5681, 41056, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '222.92.164.65', 5681, 51018, 17]","[24, -24, 24, 246, -24, 24, -24, 24, -24, -24, 24, 24, -24]"
"['10.201.115.30', '117.89.227.204', 5681, 10692, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '223.247.105.188', 5681, 20002, 17]","[635, -16]"
"['10.201.115.30', '180.126.221.143', 5681, 11586, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '180.125.122.23', 5681, 15917, 17]","[24, -24, 24, 246, 246, -24, -343, 24, 507, 1402, 1402, 1402, 1402, 1402, 1402, 1402, -24, 1402, -24, 1402, -24, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, 1402, -24, 1402, -24, 1402, -24, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, 1402, -24, 1402, -24, -24, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, 1402, 1402, -24, 1402, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, -24, -24, 1402, 1402, -24, 1402, -24, 1402, -24, -24, 1402, 1402, -24, -24, 1402, 1402, -24, -24, 1402, 1402, -24, 1394, -24, -24, -24, -24, -24, -24, -24, -24, -1292, 24, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, -24, -24, -24, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, -24, -24, -24, 1402, 1402, 1402, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, -24, -24, -24, 1402, 1402, 1402, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, -24, -24, -24, 1402, -24, 1402, -24, 1402, 1402, -24, 1402, -24, 1402, -24, 1402, 1402, -24, -24, -24, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, -24, -24, -24, 1402, 1402, 1402, -24, -24, 1402, -24, -24, 1402, 1402, 1402, -24, 1402, -1364, 24, -24, -24, -24, 1402, 1402, 1402, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, -24, -24, 1402, -24, 1402, 1402, -24, -24, -24, 1402, 1402, 1402, -24, -24, 1402, 1402, -24, -24, -24, 1402, 1402, 1402, -28, -28, -28, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, -28, 1402, -28, 1402, -28, 1402, -28, 1402, -28, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, -28, 1402, -24, -24, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, 1402, 1402, -24, -24, -24, 1402, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1362, 1402, 1402, 1402, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, -24, -24, 1402, 1402, -24, 1402, -24, -24, 1402, 1402, -24, -24, 1402, -24, -24, 1402, 1402, 1402, -24, 1402, -24, 1402, -24, -24, -24, 1402, -24, -24, 1402, 1402, 1402, 1402, -1340, -24, -24, 24, 1402, 1402, -24, 1402, -24, -24, 1402, 1402, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, -24, 1402, -24, -24, 1402, 1402, -24, -24, -24, 1402, 1402, 1402, -24, -24, -24, 1402, 1402, 1402, -24, -24, -24, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, -24, -24, -24, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, -24, -24, 1402, 1402, -24, 1402, -24, -24, 1402, 1402, -24, -24, 1402, -24, -24, 1402, 1402, -24, 1402, 1402, -24, 1402, -24, -24, 1402, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, 1402, -24, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, -24, -24, -24, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, -24, -24, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1362, 1402, 1402, -24, 1402, -24, -24, -24, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, -24, -24, -24, -24, -24, 1402, 1402, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, 1402, -24, -24, 1402, 1402, -24, -24, -24, -24, 1402, 1402, -24, -24, 1402, 1402, 1402, 1402, -24, -24, 1402, 1402, -24, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, 1402, -24, -24, 1402, 1402, -24, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, 1402, -24, -24, 1402, 1402, -24, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, 1402, -24, -24, 1402, 1402, -24, -24, -24, -24, 1402, -24, 1402, 1402, -24, 1402, 1402, 1402, -24, -24, 1402, 1402, -24, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, 1402, -24, -24, 1402, -24, -24, 1402, 1402, -24, 1402, 1402, -24, 1402, -24, -24, 1402, 1402, -24, -24, -24, 1402, -24, -24, -24, -24, 1402, 1402, 1402, -24, 1402, 1402, 1402, 1402, -24, -24, -24, -24, -24, -24, -24, 1402, 1402, -24, 1402, 1402, 1402, 1402, 1402, 1402, -24, -24, -24, -24, -24, 1402, -24, -24, -24, 1402, 1402, 1402, 1362, -24, -24, -24, -24, -24, 24, 24, -24]"
"['10.201.115.30', '114.228.20.103', 5681, 40112, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '119.97.171.45', 5681, 20001, 17]","[627, -17]"
"['10.201.115.30', '94.193.0.44', 5681, 63269, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '36.113.113.217', 5681, 43439, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '180.153.91.91', 5681, 20002, 17]","[627, -16]"
"['10.201.115.30', '58.215.177.144', 5681, 20001, 17]","[627, -16, 627, -16]"
"['10.201.115.30', '106.11.35.97', 60177, 80, 6]","[32, -32, 20, 396, -20, -390, -20, 20, 20, -20]"
"['10.201.115.30', '119.97.171.48', 5681, 20002, 17]","[627, -17]"
"['10.201.115.30', '116.253.27.24', 5681, 20002, 17]","[619, -18]"
"['10.201.115.30', '222.95.3.237', 5681, 34782, 17]","[24, 24, 24, -24, 24, 246, -24, -1063, 24, 507, 1402, 1402, 1402, 1402, 1402, 1402, 1402, -24, -24, -24, -24, -24, -24, 1402, 1402, 54, -24, -24, -24, -24, -24, -1172, 24, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, -24, -24, -24, -24, 1402, 1402, 1402, 1402, -24, -24, 1402, 1402, -24, 1402, -28, -28, 1402, 1402, -28, 1402, -28, -28, 1402, 1402, -28, -28, 1402, 1402, -28, -28, 1402, 1402, -28, -24, 1402, -24, 1402, 1402, 1402, -24, 1402, -24, 1402, -28, 1402, 1402, 1402, 1402, -28, 1402, 1402, 1402, -28, 1402, -28, -28, -24, 1402, 1402, -28, -28, 1402, 1402, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, -24]"
"['10.201.115.30', '114.230.246.30', 5681, 3130, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 361, 24, 361, 361, 24, 24, 361, 361, 361, 361]"
"['10.201.115.30', '117.90.39.169', 5681, 20891, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '58.210.179.166', 5681, 12945, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '117.81.72.141', 5681, 40749, 17]","[24, -24, 24, 246, -24, -24, 24, -24, 24, -24, 24, 24, -24]"
"['10.201.115.30', '182.140.245.172', 5681, 20001, 17]","[627, -16, 627, -16]"
"['10.201.115.30', '117.61.216.74', 5681, 27119, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '180.153.91.90', 5681, 20001, 17]","[627, -18]"
"['10.201.115.30', '180.109.219.67', 5681, 12381, 17]","[24, -24, 24, 246, 246, -24, -24, 24, -24, 24, 24, -24]"
"['10.201.115.30', '122.227.251.95', 5681, 20002, 17]","[635, -18]"
"['10.201.115.30', '121.239.80.215', 5681, 1177, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['106.11.43.71', '10.201.115.30', 80, 57350, 6]","[-20, 20]"
"['10.201.115.30', '121.238.7.224', 5681, 15706, 17]","[24, 24, 24, 24, 24, 361, 24, 24, 24, 24, 24]"
"['10.201.115.30', '121.226.0.63', 5681, 15751, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '115.236.144.206', 5681, 20001, 17]","[627, -17]"
"['10.201.115.30', '121.233.83.18', 5681, 24064, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '180.101.196.139', 5681, 20002, 17]","[627, -17]"
"['10.201.115.30', '116.253.27.33', 5681, 20002, 17]","[627, -16]"
"['10.201.115.30', '58.215.177.148', 5681, 20002, 17]","[619, -16]"
"['10.201.115.30', '119.97.171.54', 5681, 20001, 17]","[619, -18]"
"['10.201.115.30', '180.120.241.204', 5681, 21113, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '117.89.220.161', 5681, 42720, 17]","[24, -24, 24, 246, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, 24, -24]"
"['10.201.115.30', '121.232.85.221', 5681, 14172, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '180.153.91.91', 5681, 20001, 17]","[627, -16]"
"['10.201.115.30', '180.116.134.16', 5681, 16908, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24, 24, 24, 24, 24]"
"['10.201.115.30', '182.140.245.173', 5681, 20001, 17]","[627, -16]"
"['10.201.115.30', '223.247.105.191', 5681, 20001, 17]","[627, -16]"
"['10.201.115.30', '180.112.201.177', 5681, 7613, 17]","[24, -24, 24, 246, -24, 24, -24, 24, -24, 24, -24, 24, -24]"
"['10.201.115.30', '114.226.167.166', 5681, 23889, 17]","[24, -24, 24, 246, -24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24]"
"['10.201.115.30', '58.216.193.110', 5681, 39918, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '117.93.42.140', 5681, 55777, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '49.69.96.219', 5681, 27254, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '182.140.245.178', 5681, 20002, 17]","[635, -17]"
"['10.201.115.30', '180.153.91.93', 5681, 20001, 17]","[627, -16]"
"['10.201.115.30', '116.253.27.36', 5681, 20001, 17]","[627, -18]"
"['10.201.115.30', '121.239.92.75', 5681, 11719, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '121.231.48.108', 5681, 15288, 17]","[24, -24, 24, 246, -24, -24, 24, 24, -24]"
"['10.201.115.30', '180.101.196.140', 5681, 20002, 17]","[627, -17]"
"['10.201.115.30', '121.238.119.122', 5681, 13937, 17]","[24, -24, 24, 246, -24, -24, 24, 24, -24]"
"['10.201.115.30', '49.82.240.203', 5681, 14017, 17]","[24, -24, 24, 246, -24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24]"
"['10.201.115.30', '49.72.104.84', 5681, 10336, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '121.237.238.161', 5681, 36272, 17]","[24, 24, -24, 24, 246, -24, 24, -24, 24, -24, 24, -24, 24, -24]"
"['10.201.115.30', '223.247.105.188', 5681, 20001, 17]","[627, -16]"
"['10.201.115.30', '114.226.119.239', 5681, 14563, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '180.114.172.204', 5681, 25811, 17]","[24, -24, 24, 246, -24, 24, -24, 24, -24, 24, -24]"
"['10.201.115.30', '119.97.171.54', 5681, 20002, 17]","[627, -16]"
"['10.201.115.30', '180.125.192.154', 5681, 13141, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '180.125.22.70', 5681, 43272, 17]","[24, -24, 24, 246, -24, -24, 24, -24, 24]"
"['10.201.115.30', '117.84.212.249', 5681, 4623, 17]","[24, -24, 24, 246, -24, -319, 24, 507, -24, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, -24, -24, -24, -24, -24, -24, -24, 1402, 1402, 1402, 1402, 1402, 1402, 1402, -28, -28, 1402, 1402, -28, -28, -28, 1402, 1402, 1402, -28, 1402, -28, 1402, -28, -28, 1402, 1402, -28, -28, 1402, 1402, -28, -28, 1402, 1402, -28, 1402, 1402, -28, -24, 1402, -24, -24, -24, -24, -24, -24, 1402, -24, 1402, -28, 1402, -28, 1402, 1402, 1402, 1402, 1402, 1402, 1402, 1402, -24, 1402, -24, -24, -24, 1402, -24, -24, 1402, 1402, 1402, 1402, -24, -24, 1402, 1402, -24, 1402, -24, -24, -24, -24, 1402, 1402, 1402, -24, 1402, 1402, -24, -24, 1394, -24, -24, -24, -24, -24, -24, -24]"
"['10.201.115.30', '222.189.189.118', 5681, 13914, 17]","[24, 24, 24, 24, 24, 24, 361, 24]"
"['10.201.115.30', '121.235.150.15', 5681, 1025, 17]","[24, -24, 24, 246, -24]"
"['10.201.115.30', '223.247.105.193', 5681, 20002, 17]","[635, -17]"
"['116.253.27.29', '10.201.115.30', 20001, 5681, 17]","[-643, -643, 16, 16, -643, -643, 16, 16, -603, -603, 16, 16, -643, -643, 16, 16, -643, 16, -643, 16, -643, 16, -635, -635, 16, 16, -603, -603, 16, 16, -643, -643, 16, 16, -603, -603, 16, 16, 17, -643, 16, -627, 16, -643, -643, 16, 16, -611, -611, 16, 16, -643, -643, 16, 16, -635, 16, -635, 16, -643, 16, -627, 16, -603, -603, 16, 16, -611, -611, 16, 16, -643, -643, 16, 16, -635, -635, 16, 16, 17, -603, -603, 16, 16, -611, -611, 16, 16, -643, -643, 16, 16, -635, -635, 16, 16, -643, -643, 16, 16, -635, -635, 16, 16, -603, -603, 16, 16, 17, -643, -643, 16, 16, -627, 16, -643, -643, 16, 16, -627, 16, 17, -603, -603, 16, 16, -643, -643, 16, 16, -603, -603, 16, 16, 17, -643, -643, 16, 16, -643, -643, 16, 16, -627, 16, -603, -603, 16, 16, -643, 16, -643, 16, -643, -643, 16, 16, -603, -603, 16, 16, -627, 16, -603, -603, 16, 16, 17, -643, -643, 16, 16, -635, -635, 16, 16, -643, -643, 16, 16, -643, -643, 16, 16, 17, -635, -635, 16, 16, -643, -643, 16, 16, -603, -603, 16, 16, -627, 16]"
"['10.201.115.30', '114.234.240.124', 5681, 4340, 17]","[24, 24, 24, 24, 24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '121.238.7.224', 5681, 15706, 17]","[24, 24, 24, 24]"
"['10.201.115.30', '121.226.0.63', 5681, 15751, 17]","[24, 24, 24, 24]"
"['10.201.115.30', '121.225.204.190', 5681, 1549, 17]","[24, 24, 361, 24, 24, 24, 24]"
"['10.201.115.30', '121.238.60.111', 5681, 22362, 17]","[24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24]"
"['121.225.54.201', '10.201.115.30', 11597, 5681, 17]","[-24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24]"
"['10.201.115.30', '221.225.192.14', 5681, 22071, 17]","[361, 24, 361, 24, 24, 361, 361, 361, 361, 24, 24, 24, 24, 24, 24, 361, 24, 361, 24, 361, 24, 361, 24, 361, 361, 361, 361, 24, 24, 24, 24, 24, 24, 361, 24, 361, 24, 361, 24, 361, 24, 361, 361, 361, 361, 24, 24, 24, 24, 24, 24, 361, 24, 361, 24, 361, 24, 361, 24, 361, 361, 361, 361]"
"['10.201.115.30', '49.74.240.101', 5681, 15584, 17]",[24]
"['180.114.126.92', '10.201.115.30', 12672, 5681, 17]","[-24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24, -24, 24]"
"['10.201.115.30', '180.109.219.67', 5681, 12381, 17]","[24, 24, -24, 24, -24, 24, 246, -24, 24, -24, 24, -24]"
